full_name,age,birthday,birthday_GMT,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Rafael Baca Miranda,32,621475200,1989/09/11,Liga MX,2021/2022,Midfielder,Cruz Azul,2474,1283,1191,Mexico,37,20,17,1,1,0,1,0,1,0,0,11,5,6,29,15,14,2,0,0.07,0.04,0.04,0.07,0,2474,1.05,85,67,1237,2474,0.07,226,189,-1,16
Rafael De Souza Pereira,32,614131200,1989/06/18,Liga MX,2021/2022,Midfielder,Tigres UANL,3197,1587,1610,Brazil,41,20,21,0,0,0,1,1,0,0,0,14,9,5,29,11,18,4,0,0.03,0.03,0,0,0,0,0.82,110,78,799,3197,0.11,369,205,-1,26
Rafael Guerrero Ramirez,19,1042416000,2003/01/13,Liga MX,2021/2022,Defender,Cruz Azul,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ramiro González Hernández,31,659145600,1990/11/21,Liga MX,2021/2022,Defender,León,507,245,262,Argentina,10,5,5,0,0,0,0,0,0,0,0,6,2,4,2,1,1,1,0,0,0,0,0,0,0,0.36,254,51,507,0,0.18,320,312,1,22
Ramón Juárez Del Castillo,21,989366400,2001/05/09,Liga MX,2021/2022,Defender,Atlético San Luis,1037,438,599,Mexico,16,7,9,1,1,0,0,0,0,0,0,4,2,2,14,7,7,7,1,0.09,0,0.09,0.21,0,1037,1.22,74,65,148,0,0.61,174,357,103,11
Raúl Damián Torres Rodríguez,25,841017600,1996/08/26,Liga MX,2021/2022,Midfielder,Querétaro,917,484,433,Mexico,21,11,10,0,0,0,0,0,0,0,0,7,5,2,8,4,4,7,0,0,0,0,0,0,0,0.79,115,44,131,0,0.69,330,325,-1,33
Raúl Iram Castillo González,20,1007251200,2001/12/02,Liga MX,2021/2022,Midfielder,Puebla,20,3,17,Mexico,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,19
Raúl López Gómez,29,730425600,1993/02/23,Liga MX,2021/2022,Midfielder,Toluca,2484,1318,1166,Mexico,31,17,14,2,1,1,2,2,0,0,0,4,1,3,44,21,23,2,0,0.14,0.07,0.07,0.07,0.08,1242,1.59,56,80,1242,1242,0.07,194,161,-1,8
Raúl Manolo Gudiño Vega,26,830131200,1996/04/22,Liga MX,2021/2022,Goalkeeper,Guadalajara,2034,810,1224,Mexico,23,9,14,0,0,0,0,0,0,0,0,8,3,5,22,10,12,1,0,0,0,0,0,0,0,0.97,92,88,2034,0,0.04,394,388,57,19
Raúl Martín Sandoval Zavala,22,948153600,2000/01/18,Liga MX,2021/2022,Defender,Mazatlán,255,98,157,Mexico,8,3,5,0,0,0,0,0,0,0,0,1,1,0,3,1,2,0,0,0,0,0,0,0,0,1.06,85,32,0,0,0,-1,-1,-1,20
Raymundo de Jesús Fulgencio Román,22,950313600,2000/02/12,Liga MX,2021/2022,Midfielder,Tigres UANL,550,334,216,Mexico,20,9,11,1,1,0,1,0,1,0,0,7,5,2,5,2,3,2,1,0.33,0.16,0.16,0.27,0,550,0.82,110,28,183,550,0.49,108,53,-1,13
Ricardo Alba,19,1025740800,2002/07/04,Liga MX,2021/2022,Forward,Atlético San Luis,14,14,0,Mexico,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,-1,-1,-1,21
Ricardo Chávez Soto,27,785203200,1994/11/19,Liga MX,2021/2022,Midfielder,Atlético San Luis,2911,1263,1648,Mexico,35,16,19,2,0,2,3,1,2,0,0,8,4,4,42,19,23,12,0,0.15,0.09,0.06,0,0.11,1456,1.3,69,83,243,970,0.37,200,129,-1,9
Ricardo Daniel Gutiérrez Hernández,24,866505600,1997/06/17,Liga MX,2021/2022,Goalkeeper,Mazatlán,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ricardo Díaz Quirarte,26,809740800,1995/08/30,Liga MX,2021/2022,Goalkeeper,Querétaro,95,0,95,Mexico,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.95,95,48,0,0,0,-1,-1,-1,16
Richard Rafael Sánchez Guerrero,26,828057600,1996/03/29,Liga MX,2021/2022,Midfielder,América,2247,1106,1141,Paraguay,33,16,17,2,2,0,2,2,0,0,0,14,8,6,21,8,13,3,1,0.16,0.08,0.08,0.16,0,1124,0.84,107,68,562,1124,0.16,181,147,-1,10
Richard Rios Montoya,21,959904000,2000/06/02,Liga MX,2021/2022,Midfielder,Mazatlán,126,22,104,Colombia,6,1,5,0,0,0,0,0,0,0,0,2,0,2,1,0,1,2,1,0,0,0,0,0,0,0.71,126,21,42,0,2.14,-1,-1,-1,25
Roberto Carlos Alvarado Hernández,23,905126400,1998/09/07,Liga MX,2021/2022,Midfielder,Guadalajara,2507,1390,1117,Mexico,34,18,16,7,3,4,5,3,2,0,0,9,4,5,29,21,8,7,0,0.43,0.18,0.25,0.19,0.32,358,1.04,86,74,358,501,0.25,67,44,-1,2
Roberto Carlos De La Rosa González,22,946944000,2000/01/04,Liga MX,2021/2022,Forward,Pachuca,948,218,730,Mexico,27,10,17,4,2,2,0,0,0,0,0,7,3,4,15,1,14,0,0,0.38,0,0.38,0.83,0.25,237,1.42,63,35,0,0,0,28,302,-1,4
Roberto Ismael Meraz Bernal,22,933724800,1999/08/04,Liga MX,2021/2022,Midfielder,Mazatlán,2344,1160,1184,Mexico,32,16,16,3,3,0,0,0,0,0,0,7,4,3,32,13,19,8,0,0.12,0,0.12,0.23,0,781,1.23,73,73,293,0,0.31,133,382,-1,4
Rodolfo Cota Robles,34,554947200,1987/08/03,Liga MX,2021/2022,Goalkeeper,León,3330,1620,1710,Mexico,37,18,19,0,0,0,0,0,0,0,0,13,5,8,35,20,15,7,0,0,0,0,0,0,0,0.95,95,90,476,0,0.19,243,247,50,20
Rodolfo Garza,19,1045699200,2003/02/20,Liga MX,2021/2022,Defender,Atlas,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Rodolfo Gilbert Pizarro Thomas,28,761270400,1994/02/15,Liga MX,2021/2022,Midfielder,Monterrey,504,304,200,Mexico,11,6,5,1,1,0,1,1,0,0,0,3,2,1,2,2,0,1,0,0.36,0.18,0.18,0.3,0,504,0.36,252,46,504,504,0.18,106,46,-1,12
Rodrigo Guerrero,20,1009497600,2001/12/28,Liga MX,2021/2022,Defender,Tigres UANL,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Rodrigo Huescas,18,1063843200,2003/09/18,Liga MX,2021/2022,Forward,Cruz Azul,217,138,79,Mexico,9,5,4,0,0,0,0,0,0,0,0,2,1,1,5,3,2,0,0,0,0,0,0,0,0,2.07,43,24,0,0,0,-1,-1,-1,33
Rodrigo Parra,18,1062201600,2003/08/30,Liga MX,2021/2022,Defender,Tijuana,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Rodrigo Salinas Dorantes,33,579139200,1988/05/09,Liga MX,2021/2022,Defender,Toluca,28,8,20,Mexico,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,-1,-1,-1,15
Rodrigo Sebastián Aguirre Soto,27,780969600,1994/10/01,Liga MX,2021/2022,Forward,Necaxa,2257,1069,1188,Uruguay,32,15,17,12,4,8,4,2,2,1,0,10,5,5,29,14,15,7,0,0.64,0.16,0.48,0.34,0.61,188,1.16,78,71,322,564,0.28,12,63,-1,1
Rogelio Gabriel Funes Mori,31,668131200,1991/03/05,Liga MX,2021/2022,Forward,Monterrey,1898,844,1054,Argentina,24,11,13,9,5,4,0,0,0,2,1,8,5,3,19,7,12,9,0,0.43,0,0.43,0.53,0.34,211,0.9,100,79,211,0,0.43,20,244,-1,1
Roger Beyker Martínez Tobinson,27,772329600,1994/06/23,Liga MX,2021/2022,Forward,América,2063,1191,872,Colombia,35,17,18,5,3,2,2,2,0,1,1,17,9,8,19,13,6,11,1,0.31,0.09,0.22,0.23,0.21,413,0.83,109,59,188,1032,0.48,79,141,-1,5
Román Martínez,19,1029628800,2002/08/18,Liga MX,2021/2022,Forward,América,9,9,0,Mexico,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,-1,-1,-1,22
Romario Andrés Ibarra Mina,27,780364800,1994/09/24,Liga MX,2021/2022,Forward,Pachuca,1926,1004,922,Ecuador,30,16,14,3,2,1,1,1,0,0,0,10,6,4,21,8,13,2,0,0.19,0.05,0.14,0.18,0.1,642,0.98,92,64,963,1926,0.09,123,187,-1,8
Rómulo Otero Vásquez,29,721267200,1992/11/09,Liga MX,2021/2022,Midfielder,Cruz Azul,159,71,88,Venezuela,11,6,5,0,0,0,0,0,0,0,0,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0.57,159,14,159,0,0.57,-1,-1,-1,23
Ronaldo Cisneros Morell,25,852681600,1997/01/08,Liga MX,2021/2022,Forward,Guadalajara,19,4,15,Mexico,5,2,3,1,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,4.74,0,4.74,22.5,0,19,0,0,4,0,0,0,-1,-1,-1,11
Ronaldo De Jesús Prieto Ramírez,25,857347200,1997/03/03,Liga MX,2021/2022,Midfielder,Santos Laguna,1031,407,624,Mexico,18,9,9,0,0,0,1,0,1,0,0,3,2,1,8,3,5,5,0,0.09,0.09,0,0,0,0,0.7,129,57,206,1031,0.44,349,142,-1,27
Ronaldo Dimas,19,1022544000,2002/05/28,Liga MX,2021/2022,Goalkeeper,Toluca,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ronaldo Gonzalez,22,937958400,1999/09/22,Liga MX,2021/2022,Forward,Querétaro,31,13,18,Mexico,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,-1,-1,-1,19
Rubén Darío Castellanos Garza,21,979862400,2001/01/19,Liga MX,2021/2022,Goalkeeper,Necaxa,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ruben Hernandez,20,1014768000,2002/02/27,Liga MX,2021/2022,Forward,Tijuana,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Rubens Omar Óscar Sambueza,38,441763200,1984/01/01,Liga MX,2021/2022,Midfielder,Atlético San Luis,2632,1306,1326,Argentina,34,17,17,4,2,2,10,4,6,2,2,7,3,4,33,18,15,12,0,0.48,0.34,0.14,0.14,0.14,658,1.13,80,77,219,263,0.41,121,5,-1,3
Sagir David Arce Chávez,20,1013731200,2002/02/15,Liga MX,2021/2022,Forward,Mazatlán,321,91,230,Mexico,12,5,7,0,0,0,2,1,1,0,0,1,0,1,6,2,4,0,0,0.56,0.56,0,0,0,0,1.68,54,27,0,161,0,382,2,-1,27
Salvador González González,22,946425600,1999/12/29,Liga MX,2021/2022,Forward,Atlético San Luis,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Salvador Mariscal,19,1050969600,2003/04/22,Liga MX,2021/2022,Midfielder,Santos Laguna,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Salvador Reyes Chávez,24,894240000,1998/05/04,Liga MX,2021/2022,Midfielder,América,2395,1206,1189,Mexico,35,17,18,5,2,3,4,2,2,0,0,16,9,7,27,12,15,2,0,0.34,0.15,0.19,0.15,0.23,479,1.01,89,68,1198,599,0.08,93,68,-1,6
Salvador Rodríguez Morales,20,997056000,2001/08/06,Liga MX,2021/2022,Defender,Mazatlán,587,228,359,Mexico,12,7,5,0,0,0,1,1,0,0,0,2,1,1,11,4,7,0,0,0.15,0.15,0,0,0,0,1.69,53,49,0,587,0,379,73,146,30
Santiago Colombatto,25,853459200,1997/01/17,Liga MX,2021/2022,Midfielder,León,2356,1104,1252,Argentina,32,15,17,3,0,3,1,1,0,0,0,13,5,8,24,14,10,9,1,0.15,0.04,0.11,0,0.22,785,0.92,98,74,236,2356,0.38,148,194,-1,4
Santiago Gabriel Ormeño Zayas,28,760320000,1994/02/04,Liga MX,2021/2022,Forward,León,853,494,359,Mexico,28,14,14,1,0,1,1,0,1,0,0,8,3,5,5,3,2,5,1,0.21,0.11,0.11,0,0.25,853,0.53,171,30,171,853,0.53,151,109,-1,11
Santiago Naveda Lara,21,987379200,2001/04/16,Liga MX,2021/2022,Defender,América,436,119,317,Mexico,9,3,6,0,0,0,0,0,0,0,0,3,1,2,6,0,6,1,0,0,0,0,0,0,0,1.24,73,48,436,0,0.21,336,331,105,20
Santiago Tomás Giménez,21,987552000,2001/04/18,Liga MX,2021/2022,Forward,Cruz Azul,1642,936,706,Mexico,35,18,17,7,3,4,1,0,1,1,0,9,3,6,17,13,4,7,1,0.44,0.05,0.38,0.29,0.51,235,0.93,97,47,235,1642,0.38,30,179,-1,1
Santiago Trigos Nava,20,1011657600,2002/01/22,Liga MX,2021/2022,Midfielder,Pumas UNAM,533,90,443,Mexico,8,1,7,0,0,0,0,0,0,0,0,3,1,2,10,0,10,0,0,0,0,0,0,0,0,1.69,53,67,0,0,0,255,243,-1,14
Sebastián Enzo Cáceres Ramos,22,934934400,1999/08/18,Liga MX,2021/2022,Defender,América,2072,1176,896,Uruguay,25,14,11,1,0,1,0,0,0,0,0,13,7,6,17,9,8,5,1,0.04,0,0.04,0,0.1,2072,0.74,122,83,414,0,0.22,228,330,12,11
Sebastián Ignacio Vegas Orellana,25,849657600,1996/12/04,Liga MX,2021/2022,Defender,Monterrey,2631,1406,1225,Chile,31,16,15,1,0,1,0,0,0,0,0,11,9,2,25,9,16,13,0,0.03,0,0.03,0,0.07,2631,0.86,105,85,202,0,0.44,232,415,34,15
Sebastián Jurado Roca,24,875404800,1997/09/28,Liga MX,2021/2022,Goalkeeper,Cruz Azul,1260,720,540,Mexico,14,8,6,0,0,0,0,0,0,0,0,6,2,4,10,8,2,1,0,0,0,0,0,0,0,0.71,126,90,1260,0,0.07,275,263,10,24
Sebastián Martínez Vidrio,21,978739200,2001/01/06,Liga MX,2021/2022,Forward,Guadalajara,2,2,0,Mexico,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,30
Sebastián Pérez Bouquet Pérez,18,1056240000,2003/06/22,Liga MX,2021/2022,Midfielder,Guadalajara,370,191,179,Mexico,8,4,4,0,0,0,0,0,0,0,0,3,3,0,2,0,2,0,0,0,0,0,0,0,0,0.49,185,46,0,0,0,253,239,-1,17
Sebastián Saucedo Mondragón,25,853891200,1997/01/22,Liga MX,2021/2022,Midfielder,Pumas UNAM,1706,906,800,USA,32,16,16,1,1,0,3,1,2,0,0,11,9,2,22,8,14,1,0,0.21,0.16,0.05,0.1,0,1706,1.16,78,53,1706,569,0.05,215,59,-1,12
Sebastián Yáñez Meléndez,19,1049587200,2003/04/06,Liga MX,2021/2022,Defender,Tijuana,336,178,158,Mexico,6,3,3,0,0,0,0,0,0,0,0,1,1,0,8,1,7,2,0,0,0,0,0,0,0,2.14,42,56,168,0,0.54,238,275,153,18
Sergio Adrián Flores Reyes,27,792547200,1995/02/12,Liga MX,2021/2022,Midfielder,Guadalajara,2266,1108,1158,Mexico,32,16,16,0,0,0,1,1,0,0,0,11,4,7,24,15,9,4,0,0.04,0.04,0,0,0,0,0.95,94,71,567,2266,0.16,356,201,-1,28
Sergio Bareiro,23,910137600,1998/11/04,Liga MX,2021/2022,Forward,Necaxa,218,100,118,Paraguay,7,3,4,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.41,218,31,0,0,0,-1,-1,-1,12
Sergio Trevino,20,989625600,2001/05/12,Liga MX,2021/2022,Forward,Tigres UANL,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sergio Villarreal Lozano,22,947462400,2000/01/10,Liga MX,2021/2022,Defender,Monterrey,352,157,195,Mexico,5,2,3,0,0,0,0,0,0,0,0,1,1,0,3,0,3,3,1,0,0,0,0,0,0,0.77,117,70,117,0,0.77,415,406,17,29
Ulises Israel Cardona Carrillo,23,910915200,1998/11/13,Liga MX,2021/2022,Midfielder,Mazatlán,14,0,14,Mexico,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,21
Ulises Rivas Gilio,26,822528000,1996/01/25,Liga MX,2021/2022,Midfielder,Santos Laguna,623,319,304,Mexico,13,6,7,0,0,0,0,0,0,0,0,2,1,1,8,5,3,2,0,0,0,0,0,0,0,1.16,78,48,312,0,0.29,266,267,-1,16
Unai Bilbao Arteta,28,760320000,1994/02/04,Liga MX,2021/2022,Defender,Atlético San Luis,3039,1502,1537,Spain,35,17,18,3,0,3,1,0,1,1,0,8,4,4,40,20,20,5,0,0.12,0.03,0.09,0,0.18,1013,1.18,76,87,608,3039,0.15,172,204,96,4
Uziel Amin García Martínez,21,986774400,2001/04/09,Liga MX,2021/2022,Defender,Atlético San Luis,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Valber Roberto Huerta Jeréz,28,746323200,1993/08/26,Liga MX,2021/2022,Defender,Toluca,835,498,337,Chile,11,6,5,2,2,0,1,1,0,0,0,1,0,1,19,9,10,2,0,0.32,0.11,0.22,0.36,0,418,2.05,44,76,418,835,0.22,83,108,152,7
Ventura Alvarado Aispuro,29,713923200,1992/08/16,Liga MX,2021/2022,Defender,Juárez,787,421,366,USA,11,6,5,0,0,0,0,0,0,0,0,2,1,1,12,7,5,3,0,0,0,0,0,0,0,1.37,66,72,262,0,0.34,249,223,123,21
Vicente Poggi Sassi,19,1026345600,2002/07/11,Liga MX,2021/2022,Midfielder,Necaxa,151,47,104,Uruguay,4,2,2,0,0,0,0,0,0,0,0,1,1,0,4,2,2,2,0,0,0,0,0,0,0,2.38,38,38,76,0,1.19,-1,-1,-1,27
Víctor Alejandro Dávila Zavala,24,878601600,1997/11/04,Liga MX,2021/2022,Midfielder,León,2786,1461,1325,Chile,38,19,19,12,10,2,4,3,1,1,0,13,5,8,29,18,11,9,1,0.52,0.13,0.39,0.62,0.14,232,0.94,96,73,279,697,0.32,26,91,-1,2
Víctor Alfonso Guzmán Guzmán,27,791769600,1995/02/03,Liga MX,2021/2022,Defender,Pachuca,2560,1362,1198,Mexico,38,19,19,9,7,2,7,3,4,0,1,12,8,4,24,10,14,4,0,0.56,0.25,0.32,0.46,0.15,284,0.84,107,67,640,366,0.14,45,22,32,2
Victor Andrés Guzmán Olmedo,20,1015459200,2002/03/07,Liga MX,2021/2022,Midfielder,Tijuana,1891,1078,813,Mexico,24,14,10,0,0,0,0,0,0,0,0,7,5,2,25,13,12,4,1,0,0,0,0,0,0,1.19,76,79,378,0,0.24,361,362,-1,27
Víctor Emanuel Aguilera,32,613526400,1989/06/11,Liga MX,2021/2022,Defender,Atlas,2000,990,1010,Argentina,24,11,13,2,1,1,0,0,0,2,0,11,6,5,13,6,7,5,2,0.09,0,0.09,0.09,0.09,1000,0.59,154,83,286,0,0.32,163,329,4,8
Víctor Gustavo Velázquez Ramos,31,671846400,1991/04/17,Liga MX,2021/2022,Defender,Juárez,1420,700,720,Paraguay,16,8,8,1,1,0,0,0,0,0,0,3,2,1,19,10,9,3,1,0.06,0,0.06,0.13,0,1420,1.2,75,89,355,0,0.25,207,351,101,9
Víctor Hernán Mendoza González,21,982281600,2001/02/16,Liga MX,2021/2022,Goalkeeper,Tijuana,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Víctor Ismael Sosa,35,537926400,1987/01/18,Liga MX,2021/2022,Forward,Pachuca,327,234,93,Argentina,11,7,4,0,0,0,0,0,0,0,0,3,3,0,4,2,2,1,0,0,0,0,0,0,0,1.1,82,30,327,0,0.28,311,287,-1,27
Víctor Yoshimar Yotún Flores,32,639446400,1990/04/07,Liga MX,2021/2022,Midfielder,Cruz Azul,785,456,329,Peru,13,7,6,1,1,0,0,0,0,1,0,4,2,2,8,5,3,6,1,0.11,0,0.11,0.2,0,785,0.92,98,60,131,0,0.69,152,284,-1,12
Vincent Janssen,27,771638400,1994/06/15,Liga MX,2021/2022,Forward,Monterrey,1507,810,697,Netherlands,27,14,13,3,2,1,1,0,1,0,1,9,7,2,11,4,7,5,1,0.24,0.06,0.18,0.22,0.13,502,0.66,137,56,251,1507,0.36,102,168,-1,6
Vladimir Eduardo Loroña Aguilar,23,911174400,1998/11/16,Liga MX,2021/2022,Defender,Tijuana,2364,1075,1289,Mexico,28,12,16,2,1,1,0,0,0,0,0,4,2,2,41,14,27,9,0,0.08,0,0.08,0.08,0.07,1182,1.56,58,84,263,0,0.34,179,261,143,6
Walter Gael Sandoval Contreras,26,815529600,1995/11/05,Liga MX,2021/2022,Forward,Mazatlán,49,14,35,Mexico,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.84,49,16,0,0,0,-1,-1,-1,17
Walter Montoya,28,743212800,1993/07/21,Liga MX,2021/2022,Midfielder,Cruz Azul,529,150,379,Argentina,15,6,9,0,0,0,0,0,0,0,0,4,1,3,8,3,5,1,0,0,0,0,0,0,0,1.36,66,35,529,0,0.17,376,374,-1,17
Washington Bryan Corozo Becerra,23,899942400,1998/07/09,Liga MX,2021/2022,Forward,Pumas UNAM,1558,542,1016,Ecuador,34,15,19,7,4,3,1,0,1,0,0,14,10,4,18,3,15,6,0,0.46,0.06,0.4,0.66,0.27,223,1.04,87,46,260,1558,0.35,24,178,-1,3
Washington Omar Aguerre Lima,29,735523200,1993/04/23,Liga MX,2021/2022,Goalkeeper,Querétaro,2875,1440,1435,Uruguay,32,16,16,0,0,0,0,0,0,0,0,9,6,3,31,14,17,9,0,0,0,0,0,0,0,0.97,93,90,319,0,0.28,244,285,53,24
William José Tesillo Gutiérrez,32,633916800,1990/02/02,Liga MX,2021/2022,Defender,León,3235,1710,1525,Colombia,36,19,17,2,1,1,2,1,1,0,0,12,5,7,35,20,15,12,1,0.11,0.06,0.06,0.05,0.06,1618,0.97,92,90,270,1618,0.33,210,171,56,7
William Sergio Mejía Castillo,23,924652800,1999/04/21,Liga MX,2021/2022,Midfielder,Monterrey,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,19
Williams Bravo Escalera,22,948672000,2000/01/24,Liga MX,2021/2022,Goalkeeper,Pumas UNAM,0,0,0,Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Yairo Yesid Moreno Berrío,27,796953600,1995/04/04,Liga MX,2021/2022,Midfielder,Pachuca,1465,795,670,Colombia,25,14,11,3,1,2,1,0,1,1,0,8,5,3,19,7,12,5,0,0.25,0.06,0.18,0.11,0.27,488,1.17,77,59,293,1465,0.31,105,176,-1,9
Yeferson Julio Soteldo Martínez,24,867628800,1997/06/30,Liga MX,2021/2022,Midfielder,Tigres UANL,549,243,306,Venezuela,16,8,8,1,0,1,2,2,0,0,0,4,2,2,5,2,3,3,1,0.49,0.33,0.16,0,0.29,549,0.82,110,34,183,275,0.49,109,6,-1,11
Ygor Nogueira de Paula,27,796262400,1995/03/27,Liga MX,2021/2022,Defender,Mazatlán,818,474,344,Brazil,11,6,5,0,0,0,0,0,0,0,0,2,2,0,14,4,10,4,0,0,0,0,0,0,0,1.54,58,74,205,0,0.44,283,255,139,19
Yonatthan Nicolás Rak Barragán,28,745632000,1993/08/18,Liga MX,2021/2022,Defender,Tijuana,1901,909,992,Uruguay,25,12,13,0,0,0,1,1,0,0,0,5,4,1,32,12,20,7,1,0.05,0.05,0,0,0,0,1.51,59,76,272,1901,0.33,388,184,138,30
Zahid Yibram Muñoz Lopez,21,980726400,2001/01/29,Liga MX,2021/2022,Midfielder,Atlético San Luis,341,188,153,Mexico,18,8,10,0,0,0,0,0,0,0,0,4,3,1,5,3,2,2,0,0,0,0,0,0,0,1.32,68,19,171,0,0.53,290,254,-1,19
